timestamp_id,total_bytes,total_packets,n_ips_org,n_ips_dst,flows_TCP,flows_UDP,flows_ICMP,flows_RST,media_duration_flow,media_bytes/flow,porcent_blacklist,porcent_spam,porcent_sshscan,porcent_udpscan,porcent_malware_total
T1,3025531,1080433,14130,19199,62656,32105,1596,8907,0.0002055330814100164,0.0014726224790552482,0.2547,0.0,0.0,0.0,0.2547
T2,2123989,909829,13847,15743,54555,30473,1589,8303,0.0002185703957045734,0.001308606160324114,0.2181,0.0,0.0,0.0,0.2181
T3,3717527,836128,14012,16008,55278,28107,1551,8429,0.00010510757338964267,0.0011024258872564324,0.2387,0.0,0.0,0.0,0.2387
T4,2544809,869070,14149,16178,55687,30414,1545,8384,0.00019290727533964602,0.0011178192096232902,0.2614,0.0,0.0,0.0,0.2614
T5,1784347,937680,14412,16743,59949,31476,1739,8808,0.000457634156139572,0.001575719245957302,0.1772,0.0,0.0,0.0,0.1772
T6,2576050,905638,14434,16463,58632,29770,1560,8617,0.00024860686029756963,0.001649145910178736,0.458,0.0,0.0,0.0,0.458
T7,2046264,928898,14111,16394,58240,29483,1560,8397,0.00023914415243254903,0.0013426344576892805,0.5744,0.0,0.0,0.0,0.5744
T8,4135500,907419,14189,16294,56926,30063,1512,8461,9.724079452948674e-05,0.0011030098362971212,0.4047,0.0,0.0,0.0,0.4047
T9,2002093,910798,14154,16340,57609,30086,1608,8612,0.00032440468765706766,0.0014598312384272278,0.2855,0.0,0.0,0.0,0.2855
T10,2146437,895720,14327,16470,55691,31066,1750,8560,0.00028752608362819174,0.0012451452051600957,0.3439,0.0,0.0,0.0,0.3439
T11,2395674,889933,14042,16206,57479,28385,1667,10004,0.00022082805754513707,0.0014884763956834054,0.2014,0.0,0.0,0.0,0.2014
T12,2226611,880879,14062,15919,56602,29037,1617,9006,0.00025255612704326385,0.0014586997190571061,0.0,0.0,0.0,0.0,0.0
T13,1957275,869371,13783,15763,55332,29018,1544,9023,0.0003081285141281047,0.0018375948129776924,0.0083,0.0,0.0,0.0,0.0083
T14,3759563,859035,13648,15702,54802,27801,1448,8310,0.00010629199013741943,0.0009807135228814597,0.0,0.0,0.0,0.0,0.0
T15,2173163,854896,13891,15973,55650,28260,1786,8878,0.00026820823431382104,0.001290674080227152,0.0,0.0,0.0,0.0,0.0
T16,2340540,862587,13787,15873,53972,29560,1604,8405,0.00029209378794149406,0.0016833019280206463,0.0,0.0,0.0,0.0,0.0
T17,2456207,927185,13816,16102,56269,29506,1571,8437,0.00020544476808942482,0.0013386593679109591,0.0,0.0,0.0,0.0,0.0
T18,2059145,941438,13512,15814,55535,28770,1628,8075,0.0003049125349501001,0.0019649778705108224,0.0,0.0,0.0,0.0,0.0
T19,3566621,879391,13545,15657,54092,28022,1560,8091,0.00011016211787277546,0.0009988740367521604,0.0,0.0,0.0,0.0,0.0
T20,2352184,952385,14196,16466,56277,28586,1615,8218,0.00018932983292860607,0.0011901259497275499,0.0,0.0,0.0,0.0,0.0
T21,2007399,889433,13817,15941,56245,28372,1778,8435,0.0003451299472241947,0.0015639050399845742,0.0081,0.0,0.0,0.0,0.0081
T22,2915843,891152,13627,15641,55287,29555,1512,8624,0.00019752777605673298,0.0015672239762761155,0.0,0.0,0.0,0.0,0.0
T23,1864431,877651,13454,15355,54607,27471,1625,8499,0.0003024315531752812,0.0017941785657129084,0.0,0.0,0.0,0.0,0.0
T24,3225721,846773,13382,15468,55175,26833,1558,8378,0.00011107370989387895,0.0009895325036133737,0.0,0.0,0.0,0.0,0.0
T25,2107783,858509,13809,15876,56265,28342,1577,8704,0.00019629085315278763,0.0011249189800163453,0.0047,0.0,0.0,0.0,0.0047
T26,2070778,888199,13776,15959,56488,28115,1693,8538,0.0003318601863688997,0.001483800518851603,0.009,0.0,0.0,0.0,0.009
T27,2742457,900954,13783,18084,56874,30516,1556,8693,0.00021201951679131306,0.001575446127252374,0.0,0.0,0.0,0.0,0.0
T28,2019289,917401,13442,16484,55922,28181,1440,8689,0.0002864604416829,0.0017507983436398503,0.0078,0.0,0.0,0.0,0.0078
T29,3238628,962533,13347,16535,54076,28429,1479,7927,0.00011272017813191435,0.0010365294194147586,0.0,0.0,0.0,0.0,0.0
T30,1934340,935959,13749,17135,58503,29565,1525,8676,0.0002438108096518241,0.0012114339524635907,0.0,0.0,0.0,0.0,0.0
T31,1761876,884070,13594,16340,57517,29005,1640,8709,0.00042248555159962904,0.001568388717674522,0.0,0.0,0.0,0.0,0.0
T32,2771525,923806,13685,16303,56763,28573,1475,8183,0.00022766102275168057,0.001563598718433357,0.0,0.0,0.0,0.0,0.0
T33,2018426,828598,13451,15581,53936,28180,1462,8076,0.00024279112957792574,0.001711594582167744,0.0097,0.0,0.0,0.0,0.0097
T34,3445140,851246,13523,15798,54051,28153,1837,8091,0.0001362330678907407,0.001006610252221022,0.0,0.0,0.0,0.0,0.0
T35,2126454,851142,13676,15841,55314,28861,1512,8469,0.00020413446814810418,0.0011966708341801142,0.0,0.0,0.0,0.0,0.0
T36,1711918,885131,13782,15941,56373,27910,1554,8227,0.0002710822152710391,0.0014242634350251976,0.0,0.0,0.0,0.0,0.0
T37,2576681,891090,13703,15954,54407,28282,1577,8434,0.00021958472631669685,0.0016128701181682792,0.0,0.0,0.0,0.0,0.0
T38,1804414,822887,13367,15639,54758,27021,1554,8206,0.00021202508120018348,0.0013118200660489155,0.0,0.0,0.0,0.0,0.0
T39,4006969,1455968,13674,18809,68882,27033,1877,8871,0.0001316760172508437,0.0011411344561279338,0.0,0.0,0.0,0.0,0.0
T40,2165850,1494720,13916,19146,69529,28594,1603,8877,0.0002345528550153117,0.0011887833565311162,0.0054,0.0,0.0,0.0,0.0054
